"Register D"	"Number of instructions executed"
6094312	2208407410
15594284	2208576533
8181550	2209004642
7709896	2209231067
5347459	2209442743
12444268	2209589571
2849173	2209931209
13030905	2210009458
15384085	2210368995
5404822	2210793135
1828939	2210943337
16268674	2210993579
10026126	2211442002
10276953	2211719058
8306954	2212003002
3698700	2212232871
10676455	2212336243
7815406	2212631149
11222887	2212845723
7820965	2213153838
14198690	2213368566
8747560	2213760163
15173881	2214000329
1186256	2214416895
13399474	2214451296
9872946	2214820955
4896137	2215093811
5067473	2215230048
2375540	2215369190
3131610	2215436239
12784923	2215522237
11378095	2215873234
2642113	2216185605
147910	2216259969
4993196	2216265866
12585699	2216404770
3120574	2216752092
15894260	2216837789
5625795	2217275929
2205791	2217430394
6213184	2217490982
1499027	2217663374
12195501	2217706357
4406374	2218042969
8511151	2218163967
13943638	2218397637
11556884	2218782234
144463	2219101318
1155762	2219107124
13768227	2219138886
12360112	2219518674
14498016	2219859801
896439	2220257817
3046409	2220282460
11167340	2220367926
7868019	2220676314
2547258	2220894136
4297161	2220965896
1701727	2221083891
16751103	2221130640
10458131	2221590501
9167314	2221877623
1112328	2222129304
46052	2222161675
865778	2222164772
785522	2222188575
8777195	2222210173
10786125	2222451144
8640475	2222749067
12882273	2222986286
10825939	2223341749
14030928	2223638965
4939621	2224025963
879871	2224161598
11780712	2224185786
893691	2224509210
3204130	2224533776
15140997	2224623568
14477236	2225039238
14789610	2225438479
4949948	2225844496
7649820	2225980411
10341541	2226192241
9445066	2226476157
6687751	2226737267
5753918	2226922693
5576227	2227080679
4056838	2227233793
15927456	2227345194
7091577	2227782452
2122071	2227978959
5188185	2228039050
2002554	2228181510
15712609	2228238318
5238545	2228669675
16428927	2228813514
12427469	2229266333
5390678	2229607509
8142284	2229757326
8649912	2229982673
5428933	2230220151
5331830	2230371011
396320	2230517412
7391289	2230530134
16179838	2230734866
12405161	2231180846
3823819	2231521413
330834	2231628215
6409625	2231637339
15825035	2231813322
8736964	2232247766
7166259	2232487638
2917545	2232684397
7482686	2232766321
4689136	2232973566
10846953	2233102320
7464628	2233400110
10293261	2233605052
740774	2233887652
14209616	2233908025
4152485	2234299923
11561104	2234413949
14489619	2234733145
2680864	2235130937
3493739	2235206365
9718831	2235302310
4794544	2235570938
1007803	2235702590
4923014	2235730292
13968057	2235865472
12047828	2236248942
2543462	2236579695
7292726	2236651350
846710	2236851581
4404164	2236876658
11709608	2236997593
11828181	2237320863
3716057	2237647388
1052105	2237751229
8932331	2237781948
16179687	2238028981
14918907	2238474954
12065030	2238884520
10323862	2239217555
948752	2239500988
16529887	2239528872
65917	2239984463
15117291	2239986314
5663889	2240403125
15171500	2240560439
244824	2240976942
16700389	2240983700
1167759	2241443967
13661889	2241476058
12294004	2241852920
494884	2242190435
6133950	2242204060
15252113	2242372476
4924176	2242792990
13607444	2242928205
9513043	2243301777
9682092	2243562957
2616145	2243828771
11108515	2243900622
7448636	2244205594
335959	2244410102
5919148	2244419366
10909846	2244583687
7364455	2244885005
4021127	2245089002
4493639	2245199423
10885861	2245324614
10444054	2245625274
3268876	2245912011
15995192	2246001782
839448	2246442701
14287118	2246467582
10901772	2246861615
11093570	2247162716
11112159	2247467282
6648270	2247772352
5644522	2247954887
7817627	2248111669
11528447	2248326306
16251322	2248642800
4795324	2249088941
13745354	2249220614
16258293	2249597966
3114550	2250046102
16071741	2250131638
7180746	2250572858
4919830	2250770009
9739709	2250905105
5520195	2251174300
1168931	2251327673
16486746	2251359799
12154656	2251812408
7137266	2252146101
10381620	2252343854
14930802	2252630675
13021330	2253040570
12432371	2253399848
1255779	2253741157
3854827	2253775670
12181539	2253883319
1350348	2254217747
9725557	2254256649
9285164	2254525459
14914353	2254780381
9048383	2255189828
12861199	2255440053
15056635	2255794942
11166374	2256208288
3272285	2256516648
7727840	2256606510
14089953	2256818676
2006174	2257207284
7267115	2257264190
7937185	2257465513
14064450	2257683433
9484166	2258071348
3483276	2258333529
10240833	2258429187
1087837	2258712144
10278419	2258743843
3838638	2259027829
6862037	2259135037
320326	2259325237
9552660	2259335866
2828866	2259598131
9080825	2259675827
10332779	2259926934
12965738	2260210612
14790228	2260566565
16414533	2260972603
6495623	2261425030
1711707	2261603379
13884600	2261652207
10678549	2262033381
1219929	2262328350
15430273	2262363675
4103342	2262787283
14472635	2262901757
13861165	2263300872
3561537	2263681409
6439400	2263781015
5372882	2263959616
13036948	2264107137
4199086	2264466842
7168215	2264583948
3259620	2264780756
13996675	2264870268
3312962	2265254522
1812700	2265347303
12081733	2265397097
11038972	2265730587
10622343	2266035447
10117971	2266328876
6712189	2266608459
12475687	2266794550
10792943	2267138855
8882987	2267436960
5263121	2267680843
16449205	2267827160
7139686	2268280532
6686474	2268478355
3036058	2268663746
13812174	2268748925
4560564	2269129910
15726553	2269255136
2607359	2269686871
7266754	2269758477
10947620	2269959786
2432101	2270260348
6193330	2270327152
7350315	2270498998
11608660	2270702610
11056649	2271021316
1421652	2271326666
11886124	2271365729
9105945	2271692051
15069014	2271943851
14739088	2272357540
6206257	2272763970
372019	2272936173
10802661	2272946424
6772579	2273244795
6276677	2273430746
7280490	2273603082
8989090	2273802977
14922154	2274049772
2524712	2274459429
11084891	2274530573
7517800	2274834901
11347855	2275043105
16483611	2275354650
6757895	2275807175
8912192	2275992727
15177794	2276237408
1623563	2276654086
969050	2276700492
835828	2276728929
6238091	2276753705
5880573	2276924984
13060580	2277086442
6499866	2277444999
6323533	2277623467
16725527	2277798890
11459408	2278258058
11352472	2278574461
5731592	2278886132
15052738	2279043509
15543124	2279456750
8201118	2279883459
11804420	2280108624
10475930	2280434505
5557620	2280722110
3248008	2280876505
1960490	2280965702
646935	2281019556
5327519	2281037353
7677730	2281183635
11626076	2281394436
3166661	2281713618
16105763	2281802381
2661241	2282244532
15537825	2282319421
3878760	2282745983
9136280	2282852498
14533833	2283103332
12541806	2283502328
11391078	2283846647
13502449	2284159375
16365047	2284531862
1242421	2284981125
8218221	2285017066
5155212	2285242700
4181194	2285386049
15036799	2285500859
5691597	2285913666
2902316	2286071736
4847636	2286153247
10179703	2286286355
7159378	2286565833
16443699	2286762403
3986963	2287215628
14289550	2287326910
11311885	2287721006
6610633	2288033363
3603472	2288216661
14013577	2288317415
27366	2288702131
8267735	2288704717
2833209	2288933508
11992919	2289011323
3648825	2289342370
16008893	2289442571
4970116	2289883861
876299	2290020329
1679335	2290044426
5486207	2290090559
16565668	2290241195
243592	2290697766
11539928	2290704489
3288432	2291023104
16398950	2291115213
9100837	2291567213
4197574	2291818873
13760585	2291935937
2470526	2292313709
6921523	2292381563
8992801	2292571602
1627310	2292818502
16201809	2292865006
7389240	2293309796
3272803	2293514472
4397636	2293604348
2899735	2293725108
7588363	2293806549
13194204	2294014893
11430290	2294377118
12374172	2294692723
14981155	2295034235
8394024	2295447315
11169872	2295679578
6295705	2295988036
7828982	2296162696
9089612	2296377641
14493087	2296628993
13207785	2297026876
10889750	2297389472
3236233	2297690244
5392703	2297779119
13404191	2297928992
13915716	2298298784
6271353	2298682618
11771673	2298854807
345619	2299177986
2110230	2299187516
4373512	2299247285
12211381	2299369179
12240844	2299706225
3394652	2300044076
12760273	2300137298
4977048	2300489408
3596042	2300626065
4217762	2300726616
13358004	2300844233
15686640	2301210952
16116664	2301641595
7162402	2302084040
3258959	2302280694
5329090	2302370192
3102417	2302516516
6692814	2302601716
2573438	2302787275
10122379	2302857957
13552622	2303137659
5060258	2303511518
10452987	2303650464
3888093	2303937439
2391179	2304044206
1587812	2304111682
10347785	2304157108
11673671	2304441199
12288822	2304763489
16382614	2305100864
7615903	2305550610
14754049	2305761509
7178359	2306166560
2067116	2306363648
8568499	2306420428
15327320	2306657472
4619275	2307078252
13386010	2307206894
13846358	2307576189
852898	2307956320
5675616	2307979773
13226247	2308137409
16019345	2308500516
944097	2308942093
15459815	2308969844
3645147	2309394257
6261356	2309494353
9176243	2309666269
128028	2309920001
1689107	2309923553
3517426	2309969959
12940912	2310066548
2478125	2310421822
3160222	2310489886
2092141	2310578474
102680	2310635940
8210236	2310638799
3680578	2310864216
12624154	2310967091
13122482	2311315470
10617500	2311677527
16269927	2311970823
5098858	2312419281
16312562	2312559284
209521	2313008904
450630	2313014696
769471	2313028902
13862747	2313050059
2490241	2313430638
7406545	2313499031
10460009	2313702384
1439939	2313989555
12167032	2314029115
10037034	2314363144
16546816	2314638709
5098395	2315094769
3608419	2315234758
7257645	2315333853
4878474	2315534917
1667911	2315670671
2722515	2315716496
4873606	2315791266
16633408	2315926887
11911069	2316383521
8993493	2316710522
3392636	2316957436
10365289	2317050602
14991969	2317336975
1958812	2317750349
4974846	2317804154
9342875	2317940748
14207389	2318199051
1935643	2318590886
15199777	2318644061
608638	2319061341
11818910	2319078088
13433856	2319404361
2024459	2319774965
6628234	2319832375
3851904	2320014364
6925183	2320121936
13289187	2320312073
14396360	2320678701
10501172	2321073924
15555523	2321364028
1650251	2321791073
278594	2321836415
16029181	2321845903
2867803	2322287746
4567532	2322366506
13136772	2322491921
197674	2322854370
14501891	2322859840
6006176	2323257968
5048678	2323422877
8610306	2323561508
15503481	2323797908
6950554	2324225324
14048005	2324417960
6785407	2324805427
1599355	2324991728
404227	2325037469
796473	2325050408
12099161	2325074113
6971548	2325408079
1110765	2325601289
7452436	2325633611
15391798	2325838224
4403447	2326262574
2263302	2326383488
8905684	2326447457
13021556	2326691956
255218	2327051241
11258555	2327058279
5839956	2327367367
4204779	2327527719
2497668	2327644979
16200085	2327715381
13841205	2328160122
9201275	2328540113
10669254	2328794531
3575295	2329089241
11950031	2329189218
12397241	2329519089
6277524	2329859439
7806258	2330031796
9507624	2330246125
688526	2330507158
4503580	2330527895
12419875	2330653359
10462019	2330994332
1923641	2331281559
13713380	2331334405
16589070	2331710882
13164642	2332166305
5695977	2332529517
823433	2332687706
14063146	2332712146
14942753	2333100026
14992412	2333512056
8292015	2333925444
9556200	2334154900
2736739	2334417256
6984110	2334492418
12645932	2334685971
14196981	2335034945
3200514	2335426493
8083463	2335516187
9222022	2335738125
3219680	2335993110
2127995	2336081530
6710436	2336141782
9689789	2336327824
13295234	2336593848
4485549	2336960644
9800919	2337085611
8023400	2337354687
1862694	2337576772
10819261	2337629744
8053348	2337926778
12728679	2338149682
8349783	2338500931
9814706	2338730177
5711983	2338999631
14779266	2339156469
9541916	2339562206
14785152	2339824177
15736597	2340230075
3067953	2340663896
5093400	2340749950
11672879	2340889806
12505923	2341212075
12454473	2341557206
4264186	2341900930
3064841	2342018022
7023220	2342103992
12448495	2342296824
2646942	2342638574
6313512	2342713071
6484969	2342888221
8961223	2343068068
10557924	2343315892
12350856	2343605751
12216804	2343946626
5731382	2344283819
15549427	2344441189
12729475	2344868066
9406870	2345219336
11561896	2345477597
14272518	2345796814
6787437	2346188642
8453997	2346374999
7098313	2346608900
9798161	2346805589
4712956	2347074595
5821442	2347204000
15960909	2347365640
6433595	2347803815
7920597	2347982262
16606245	2348201519
12673602	2348657411
6421795	2349005349
3435769	2349181668
12505390	2349277816
11006472	2349622933
11498887	2349925105
10975671	2350240794
15255763	2350542119
6035092	2350962731
7025409	2351130237
2560551	2351323132
12782644	2351393464
9374025	2351744398
3721777	2352001763
4699632	2352105765
4059786	2352234806
12370271	2352346284
1306501	2352687691
15872007	2352723590
4519110	2353161128
9991581	2353287012
16533927	2353563123
7404261	2354018826
7041636	2354223908
3207623	2354417244
77161	2354507127
10874171	2354509286
7162269	2354807825
11506551	2355004472
11142709	2355320371
7058238	2355628087
5303918	2355821878
15251907	2355969308
6695053	2356389815
8612844	2356575437
16125144	2356811900
14710833	2357256382
12567782	2357662042
3025483	2358007068
12211344	2358091960
454605	2358429006
4462171	2358443317
4063870	2358567647
123617	2358681043
10952944	2358684469
15000829	2358985171
12878530	2359398783
13927279	2359754141
2698735	2360138290
5863781	2360212409
772003	2360373412
12290433	2360394639
7771965	2360732056
12048099	2360947239
4700924	2361277999
11555851	2361407075
7760512	2361726131
329239	2361940999
3339810	2361950081
1653853	2362043597
2876470	2362089037
4339327	2362168035
15422068	2362288991
16717143	2362712375
890423	2363171312
5772266	2363195794
8464652	2363356083
167344	2363588486
135286	2363594915
7262547	2363600469
743575	2363801666
14157670	2363822116
6300436	2364212593
16331410	2364387386
10396619	2364835732
11691601	2365122959
16571658	2365445739
5730034	2365902478
7274641	2366059806
14580648	2366259540
8926416	2366661623
747143	2366908495
5924948	2366929043
6486701	2367093525
5057634	2367273421
16273409	2367412297
3025526	2367860853
9131649	2367945745
4048978	2368196453
3939549	2368307637
12446114	2368417617
1705510	2368759304
9567793	2368807964
8437836	2369070642
10698127	2369304102
8499923	2369597811
6506294	2369831173
55922	2370009816
13337387	2370013186
13932981	2370379345
895111	2370763648
859868	2370788256
3722929	2370811898
1436244	2370915928
13498717	2370955390
5957127	2371325973
4066500	2371491337
12991693	2371604803
16465728	2371963269
669552	2372415304
4332776	2372435523
16345525	2372556297
11622627	2373005028
15752044	2373324112
7754690	2373758353
14521566	2373973060
10809229	2374371720
11264421	2374670273
5663697	2374979522
4624819	2375136829
11866303	2375265618
8692068	2375591394
15963804	2375831833
2770635	2376270085
12895392	2376347977
14677019	2376703797
16000138	2377106727
10720617	2377547779
650777	2377842104
207900	2377860006
5875809	2377865756
10540622	2378027088
6119291	2378318270
9074087	2378486287
2019595	2378737212
6090703	2378794489
10766579	2378963514
11658248	2379260898
15293847	2379580962
15683533	2380000825
2862003	2380431384
8990677	2380509983
15443593	2380756820
4590810	2381180792
3749703	2381308650
11080919	2381411623
